NAME	SMILES	MDR1	BCRP	MRP2
Lomefloxacin	CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12	False		
Amoxicillin	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=C(O)C=C3)C(=O)N2[C@H]1C(O)=O	True		
Mequitazine	C(C1CN2CCC1CC2)N1C2=C(SC3=C1C=CC=C3)C=CC=C2	True		
Ouabain	C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C2=CC(=O)OC2)[C@H](O)[C@H](O)[C@H]1O	False		
Atovaquone	OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=C(C=CC=C2)C1=O	False		
Idarubicin	C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(CC2=C1C(O)=C1C(=O)C3=C(C=CC=C3)C(=O)C1=C2O)C(C)=O	True		
budesonide	CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO	False		
Chlorprothixene	CN(C)CCC=C1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2	False		
Josamycin	CO[C@H]1[C@H](OC(=O)C)CC(=O)O[C@H](C)CC=CC=C[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)CC(C)C)[C@](C)(O)C2)[C@H](N(C)C)[C@H]1O	False		
Methotrimeprazine	COC1=CC=C2SC3=C(C=CC=C3)N(C[C@H](C)CN(C)C)C2=C1	True		
ciclesonide	CC(C)C(=O)OCC(=O)[C@@]12O[C@@H](O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]21C)C1CCCCC1	True		
Nitrazepam	[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1	False		
Staurosporine	CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)N1C3=CC=CC=C3C3=C1C1=C(C4=CC=CC=C4N21)C1=C3CNC1=O	True		
Platelet Activating Factor	CCCCCCCCCCCCCCCCOC[C@H](CO[P@@]([O-])(=O)OCC[N+](C)(C)C)OC(C)=O	True		
Tetraphenylphosphonium	C1=CC=C(C=C1)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	True		
Zimelidine	CN(C)CC=C(C1=CC=C(Br)C=C1)C1=CN=CC=C1	False		
Ximelagatran	CCOC(=O)CN[C@H](C1CCCCC1)C(=O)N1CC[C@H]1C(=O)NCC1=CC=C(C=C1)C(=N)NO	True		
saxagliptin	N[C@H](C(=O)N1[C@H]2C[C@H]2C[C@H]1C#N)C12CC3CC(CC(O)(C3)C1)C2	True		
Triflupromazine	CN(C)CCCN1C2=C(SC3=C1C=C(C=C3)C(F)(F)F)C=CC=C2	True		
1,2-dimethoxy-3-[(2-phenethylphenoxy)methyl]benzene	COC1=C(OC)C(COC2=C(CCC3=CC=CC=C3)C=CC=C2)=CC=C1	False		
6,7-Dimethoxy-N-[3-(6,7-Dimethoxy-1,2,3,4-tetrahydronaphthalen-1-yl)propyl]-1,2,3,4-tetrahydroisoquinoline	COC1=CC2=C(CN(CCCC3CCCC4=CC(OC)=C(OC)C=C34)CC2)C=C1OC	True		
6,7-Dimethoxy-N-[3-(6-Methoxy-1,2-dihydronaphthalen-4-yl)propyl]-1,2,3,4-tetrahydroisoquinoline	COC1=CC=C2CCC=C(CCCN3CCC4=C(C3)C=C(OC)C(OC)=C4)C2=C1	True		
Ebastine	CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1	True		
Etravirine	CC1=CC(=CC(C)=C1OC1=NC(NC2=CC=C(C=C2)C#N)=NC(N)=C1Br)C#N	False		
6,7-Dimethoxy-N-[3-(7-Methoxy-1,2-dihydronaphthalen-4-yl)propyl]-1,2,3,4-tetrahydroisoquinoline	COC1=CC=C2C(CCCN3CCC4=C(C3)C=C(OC)C(OC)=C4)=CCCC2=C1	True		
[D-Pen2,D-Pen5]-enkephalin	CC1(C)SSC(C)(C)[C@@H](NC(=O)[C@@H](N)CC2=CC=C(O)C=C2)C(=O)NCC(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@H]1C(O)=O	True		
1-methyl-3-[(naphthalen-1-yloxy)methyl]quinoxalin-2(1H)-one	CN1C(=O)C(COC2=C3C=CC=CC3=CC=C2)=NC2=CC=CC=C12	True		
6,7-Dimethoxy-N-[3-(6,7-Dimethoxy-1,2-dihydronaphthalen-4-yl)propyl]-1,2,3,4-tetrahydroisoquinoline	COC1=CC2=C(CN(CCCC3=CCCC4=CC(OC)=C(OC)C=C34)CC2)C=C1OC	False		
Astemizole	COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1	True		
(3aS,13bS)-12-(methoxymethoxy)-6,14,14-trimethyl-5,8-dihydro-4H-3a,7-methanobenzo[3,4]cyclodeca[1,2-d][1,3]dioxole-2,9(13bH)-dione	COCOC1=CC2=C(C=C1)C(=O)CC1=C(C)CC[C@]3(OC(=O)O[C@@H]23)C1(C)C	True		
6,7-Dimethoxy-N-[3-(1,2-Dihydro-8-methoxynaphthalen-4-yl)propyl]-1,2,3,4-tetrahydroisoquinoline	COC1=CC2=C(CN(CCCC3=CCCC4=C(OC)C=CC=C34)CC2)C=C1OC	True		
Meperidine	CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1	False		
Propafenone	CCCNCC(O)COC1=C(C=CC=C1)C(=O)CCC1=CC=CC=C1	False		
Norverapamil	COC1=CC=C(CCNCCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1OC	True		
1-methoxy-2-[(2-phenethylphenoxy)methyl]benzene	COC1=CC=CC=C1COC1=C(CCC2=CC=CC=C2)C=CC=C1	False		
(3aS,14aS)-5-(methoxymethoxy)-12,15,15-trimethyl-3a,8,13,14-tetrahydro-10H-11,14a-methano[1,3]dioxolo[4,5-h][2]benzoxacycloundecin-2-one	COCOC1=CC2=C(COCC3=C(C)CC[C@]4(OC(=O)O[C@@H]24)C3(C)C)C=C1	True		
Terfenadine	CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1	True		
(3aS,13bS)-13-(methoxymethoxy)-6,14,14-trimethyl-5,8-dihydro-4H,13bH-3a,7-methano[1,3]dioxolo[4,5-g][1]benzoxecin-2-one	COCOC1=CC=CC2=C1[C@@H]1OC(=O)O[C@]11CCC(C)=C(CO2)C1(C)C	True		
(3aS,13bS)-6,14,14-trimethyl-5,8-dihydro-4H,13bH-3a,7-methano[1,3]dioxolo[4,5-g][1]benzoxecin-2-one	CC1=C2COC3=C(C=CC=C3)[C@@H]3OC(=O)O[C@@]3(CC1)C2(C)C	True		
3,5-bis[(4-methylphenyl)methylene]-4-piperidinone	CC1=CC=C(C=C2CNCC(=CC3=CC=C(C)C=C3)C2=O)C=C1	False		
Amprenavir	CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1	True		
Isoquinoline, 1,2,3,4-tetrahydro-6,7-dimethoxy-2-[3-(1,2,3,4-tetrahydro-6-methoxy-1-naphthalenyl)propyl]-	COC1=CC=C2C(CCCN3CCC4=C(C3)C=C(OC)C(OC)=C4)CCCC2=C1	True		
(3aS,11bS)-11-(methoxymethoxy)-4,4,6-trimethyl-5-methylidene-5,6-dihydro-4H-3a,6-ethanobenzo[3,4]cycloocta[1,2-d][1,3]dioxole-2,7(11bH)-dione	COCOC1=CC=CC2=C1[C@@H]1OC(=O)O[C@]11CCC(C)(C(=C)C1(C)C)C2=O	True		
Ziprasidone	ClC1=CC2=C(CC(=O)N2)C=C1CCN1CCN(CC1)C1=NSC2=CC=CC=C12	True		
Clotrimazole	ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1	False		
Pafenolol	CC(C)NCC(O)COC1=CC=C(CCNC(=O)NC(C)C)C=C1	True		
Delavirdine	CC(C)NC1=C(N=CC=C1)N1CCN(CC1)C(=O)C1=CC2=CC(NS(C)(=O)=O)=CC=C2N1	True		
MC 266	COC1=CC2=C(CN(CCCC3CCCC4=C(OC)C=CC=C34)CC2)C=C1OC	True		
(3aS,14aS)-12,15,15-trimethyl-3a,8,13,14-tetrahydro-10H-11,14a-methano[1,3]dioxolo[4,5-h][2]benzoxacycloundecin-2-one	CC1=C2COCC3=C(C=CC=C3)[C@@H]3OC(=O)O[C@@]3(CC1)C2(C)C	True		
(3aS,14aS)-4-(methoxymethoxy)-12,15,15-trimethyl-3a,8,13,14-tetrahydro-10H-11,14a-methano[1,3]dioxolo[4,5-h][2]benzoxacycloundecin-2-one	COCOC1=C2[C@@H]3OC(=O)O[C@]33CCC(C)=C(COCC2=CC=C1)C3(C)C	True		
Isoquinoline, 2-[(3E)-3-(3,4-dihydro-7-methoxy-1(2H)-naphthalenylidene)propyl]-1,2,3,4-tetrahydro-6,7-dimethoxy-	COC1=CC=C2CCCC(=C/CCN3CCC4=C(C3)C=C(OC)C(OC)=C4)C2=C1	True		
Mibefradil	COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=CC=CC=C3N2)CCC2=CC(F)=CC=C2[C@@H]1C(C)C	True		
(3aS,13bS)-12-(methoxymethoxy)-6,14,14-trimethyl-5,8-dihydro-4H,13bH-3a,7-methano[1,3]dioxolo[4,5-g][1]benzoxecin-2-one	COCOC1=CC2=C(OCC3=C(C)CC[C@]4(OC(=O)O[C@@H]24)C3(C)C)C=C1	True		
(3aS,13bS)-6,14,14-trimethyl-5,8-dihydro-4H-3a,7-methanobenzo[3,4]cyclodeca[1,2-d][1,3]dioxole-2,9(13bH)-dione	CC1=C2CC(=O)C3=C(C=CC=C3)[C@@H]3OC(=O)O[C@@]3(CC1)C2(C)C	True		
Piperidine, 1-[(3E)-3-(3,4-dihydro-5-methoxy-1(2H)-naphthalenylidene)propyl]-	COC1=C2CCCC(=C/CCN3CCCCC3)C2=CC=C1	True		
Benzoic acid, 3,4,5-trimethoxy-, trans-4-[methyl[cis-4-[[(2E)-1-oxo-3-(3,4,5-trimethoxyphenyl)-2-propen-1-yl]oxy]cyclohexyl]amino]cyclohexyl ester	COC1=CC(C=CC(=O)OC2CCC(CC2)N(C)C2CCC(CC2)OC(=O)C2=CC(OC)=C(OC)C(OC)=C2)=CC(OC)=C1OC	True		
Trifluoperazine	CN1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(C=C23)C(F)(F)F)CC1	True		
Isoquinoline, 2-(3-cyclohexylidenepropyl)-1,2,3,4-tetrahydro-6,7-dimethoxy-	COC1=CC2=C(CN(CCC=C3CCCCC3)CC2)C=C1OC	True		
felodipine	CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC	False		
Loratadine	CCOC(=O)N1CCC(CC1)=C1C2=CC=C(Cl)C=C2CCC2=CC=CN=C12	True		
Procyclidine	OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1	False		
Warfarin	CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O	False		
Chrysin	OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC=CC=C1	False		
Antipyrine	CN1N(C(=O)C=C1C)C1=CC=CC=C1	False		
piroxicam	CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O	False		
Naringenin	OC1=CC=C(C=C1)[C@@H]1CC(=O)C2=C(O1)C=C(O)C=C2O	True		
Apigenin	OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1	False		
Noscapine	COC1=CC=C2[C@H](OC(=O)C2=C1OC)[C@@H]1N(C)CCC2=C1C(OC)=C1OCOC1=C2	False		
Amiloride	NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N	False		
Furosemide	NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O	False		
Thioridazine	CSC1=CC=C2SC3=CC=CC=C3N(CCC3CCCCN3C)C2=C1	True		
Cromaril	O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1	False		
dicloxacillin	CC1=C(C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)C(=NO1)C1=C(Cl)C=CC=C1Cl	True		
Terbutaline	CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1	False		
Trimipramine	CC(CN(C)C)CN1C2=C(CCC3=C1C=CC=C3)C=CC=C2	False		
Lidocaine	CCN(CC)CC(=O)NC1=C(C)C=CC=C1C	False		
Androstenedione	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O	False		
Cetirizine	OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1	True		
cyclophosphamide	ClCCN(CCCl)P1(=O)NCCCO1	False		
Promazine	CN(C)CCCN1C2=C(SC3=C1C=CC=C3)C=CC=C2	False		
Promethazine	CC(CN1C2=C(SC3=C1C=CC=C3)C=CC=C2)N(C)C	False		
Ondansetron	CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2	True		
Neostigmine	CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C	True		
Oxprenolol	CC(C)NCC(O)COC1=C(OCC=C)C=CC=C1	False		
Buspirone	O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1	False		
Ergotamine	CN1C[C@@H](C=C2[C@H]1CC1=CNC3=CC=CC2=C13)C(=O)N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](CC3=CC=CC=C3)N2C1=O	True		
Clemastine	CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1	False		
3,3',4,4',5-pentachlorobiphenyl	ClC1=CC(=CC(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C=C1	True		
Methysergide	CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2CC3=CN(C)C4=CC=CC(=C34)C2=C1	True		
Mephentermine	CNC(C)(C)CC1=CC=CC=C1	False		
Nortriptyline	CNCCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2	False		
Carmustine	ClCCNC(=O)N(CCCl)N=O	False		
epipodophyllotoxin	COC1=CC(=CC(OC)=C1OC)[C@H]1[C@@H]2[C@H](COC2=O)[C@H](O)C2=C1C=C1OCOC1=C2	False		
sphinganine	CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO	True		
Perphenazine	OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1	False		
Tacrine	NC1=C2CCCCC2=NC2=CC=CC=C12	False		
Doxepin	CN(C)CCC=C1/C2=C(COC3=C1C=CC=C3)C=CC=C2	False		
Cinchocaine	CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC	False		
NSC 633528	CN(C)CCCCN1CCC2=C(N(C)C3=CC=CC=C23)C1=O	False		
Azacyclonol	OC(C1CCNCC1)(C1=CC=CC=C1)C1=CC=CC=C1	False		
Azasetron	CN1C(=O)COC2=C1C=C(Cl)C=C2C(=O)NC1CN2CCC1CC2	True		
cefoperazone	CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(CSC4=NN=NN4C)=C(N3C2=O)C(O)=O)C2=CC=C(O)C=C2)C(=O)C1=O	True		
tubulosine	CC[C@H]1CN2CCC3=C(C=C(OC)C(OC)=C3)[C@@H]2C[C@@H]1C[C@H]1NCCC2=C1NC1=CC=C(O)C=C21	True		
Nalbuphine	O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5	True		
Cyclobenzaprine	CN(C)CCC=C1C2=C(C=CC=C2)C=CC2=C1C=CC=C2	False		
Diphenhydramine	CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1	False		
Mebendazole	COC(=O)NC1=NC2=CC=C(C=C2N1)C(=O)C1=CC=CC=C1	False		
Enoxacin	CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1	False		
Pyridostigmine	CN(C)C(=O)OC1=CC=C[N+](C)=C1	False		
Mexiletine	CC(N)COC1=C(C)C=CC=C1C	False		
Reserpic acid	CO[C@H]1[C@H](O)C[C@@H]2CN3CCC4=C(NC5=CC(OC)=CC=C45)[C@H]3C[C@@H]2[C@@H]1C(O)=O	False		
(R)-Vigabatrin	N[C@H](CCC(O)=O)C=C	False		
Dextrothyroxine	N[C@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O	False		
trazodone	ClC1=CC(=CC=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1	False		
selegiline	C[C@H](CC1=CC=CC=C1)N(C)CC#C	False		
Protriptyline	CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12	True		
Digoxigenin	C[C@@]12[C@H](CC[C@]1(O)[C@@H]1CC[C@@H]3C[C@@H](O)CC[C@]3(C)[C@H]1C[C@H]2O)C1=CC(=O)OC1	True		
cephaeline	CC[C@H]1CN2CCC3=C(C=C(OC)C(OC)=C3)[C@@H]2C[C@@H]1C[C@H]1NCCC2=C1C=C(OC)C(O)=C2	True		
Cyproheptadine	CN1CCC(CC1)=C1C2=C(C=CC=C2)C=CC2=C1C=CC=C2	False		
Doxylamine	CN(C)CCOC(C)(C1=CC=CC=C1)C1=NC=CC=C1	False		
Bouvardin	COC1=CC=C(C[C@@H]2N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)NC(=O)[C@@H]3CC4=CC(OC5=CC=C(C=C5)[C@H](O)[C@H](N(C)C(=O)[C@H](C)NC2=O)C(=O)N3C)=C(O)C=C4)C=C1	True		
R-Melphalan	N[C@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O	False		
digitoxigenin	C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@]34C)[C@@]1(O)CC[C@@H]2C1=CC(=O)OC1	True		
Sulfamethoxazole	CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1	False		
Roxindole	OC1=CC=C2NC=C(CCCCN3CCC(=CC3)C3=CC=CC=C3)C2=C1	False		
Flumazenil	CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1	False		
Hydroxyurea	NC(=O)NO	False		
Spiperone	FC1=CC=C(C=C1)C(=O)CCCN1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1	True		
Pirenzepine	CN1CCN(CC(=O)N2C3=C(C=CC=C3)C(=O)NC3=C2N=CC=C3)CC1	True		
Triamterene	NC1=NC2=NC(N)=C(N=C2C(N)=N1)C1=CC=CC=C1	False		
Maprotiline	CNCCCC12CCC(C3=CC=CC=C13)C1=C2C=CC=C1	False		
Pheniramine	CN(C)CCC(C1=CC=CC=C1)C1=NC=CC=C1	False		
Tenoxicam	CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CS2)S1(=O)=O	True		
Sulfapyridine	NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1	False		
zonisamide	NS(=O)(=O)CC1=NOC2=CC=CC=C12	False		
BM-208	COC1=CC=C(Cl)C=C1C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(NC#N)=NC1CCCCC1	True		
Isoxicam	CN1C(C(=O)NC2=NOC(C)=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O	True		
Sertraline	CN[C@H]1CC[C@@H](C2=CC=C(Cl)C(Cl)=C2)C2=C1C=CC=C2	True		
S-Mitotane	ClC(Cl)[C@@H](C1=CC=C(Cl)C=C1)C1=C(Cl)C=CC=C1	False		
Fluconazole	OC(CN1C=NC=N1)(CN1C=NC=N1)C1=CC=C(F)C=C1F	False		
CP-122721	COC1=CC=C(OC(F)(F)F)C=C1CN[C@H]1CCCN[C@H]1C1=CC=CC=C1	True		
Chlorpheniramine	CN(C)CCC(C1=CC=C(Cl)C=C1)C1=NC=CC=C1	False		
Bufuralol	CCC1=C2OC(=CC2=CC=C1)C(O)CNC(C)(C)C	False		
Nefazodone	CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1	False		
vinorelbine	CCC1=C[C@@H]2C[N@](C1)CC1=C(NC3=CC=CC=C13)[C@@](C2)(C(=O)OC)C1=CC2=C(C=C1OC)N(C)[C@@H]1[C@]22CCN3CC=C[C@](CC)([C@@H]23)[C@@H](OC(C)=O)[C@]1(O)C(=O)OC	True		
Gallopamil	COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C(OC)=C2)C=C1OC	True		
Alfentanil	CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O	False		
Metergoline	CN1C=C2C[C@@H]3[C@H](C[C@@H](CNC(=O)OCC4=CC=CC=C4)CN3C)C3=C2C1=CC=C3	False		
Valinomycin	CC(C)[C@@H]1NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC1=O)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C	True		
dieldrin	ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@@H]([C@H]5O[C@@H]45)[C@@H]3[C@@]1(Cl)C2(Cl)Cl	False		
Norethindrone	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C	False		
Deoxypodophyllotoxin	COC1=CC(=CC(OC)=C1OC)[C@H]1[C@@H]2[C@H](COC2=O)CC2=C1C=C1OCOC1=C2	False		
Nimodipine	COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C	True		
Cortexolone	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO	False		
4,4-Dimethyl-1-[4-[4-(2-pyrimidinyl)-1-piperazinyl]butyl]-2,6-piperidinedione monohydrochloride	Cl.CC1(C)CC(=O)N(CCCCN2CCN(CC2)C2=NC=CC=N2)C(=O)C1	True		
Podofilox	COC1=CC(=CC(OC)=C1OC)[C@H]1[C@@H]2[C@H](COC2=O)[C@@H](O)C2=C1C=C1OCOC1=C2	False		
Endosulfan	ClC1=C(Cl)C2(Cl)C3COS(=O)OCC3C1(Cl)C2(Cl)Cl	True		
Ketamine	CNC1(CCCCC1=O)C1=C(Cl)C=CC=C1	False		
Zolpidem	CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1	False		
Losartan	CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1	True		
Cortisone	C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO	True		
Oxcarbazepine	NC(=O)N1C2=C(CC(=O)C3=C1C=CC=C3)C=CC=C2	True		
Mefloquine	O[C@H]([C@H]1CCCCN1)C1=C2C=CC=C(C2=NC(=C1)C(F)(F)F)C(F)(F)F	True		
Bepridil	CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1	True		
trans-Farnesol	CC(C)=CCCC(C)=CCCC(C)=CCO	False		
Melphalan	N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O	False		
Chlorpyrifos	CCOP(=S)(OCC)OC1=C(Cl)C=C(Cl)C(Cl)=N1	False		
lindane	Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl	False		
Triphenylphosphine	C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1	True		
D-617	CNCCCC(C#N)(C(C)C)C1=CC=C(OC)C(OC)=C1	True		
Apafant	CC1=NN=C2CN=C(C3=C(SC(CCC(=O)N4CCOCC4)=C3)N12)C1=C(Cl)C=CC=C1	True		
Roxithromycin	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@](C)(OC)C2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=N/OCOCCOC)[C@H](C)[C@@H](O)[C@@]1(O)C	True		
E-guggulsterone	CC=C1C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	True		
MK 944a	CC(C)(C)NC(=O)[C@@H]1CN(CC2=CC3=CC=CC=C3O2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12	True		
L-790070 perchlorate	O[Cl](=O)(=O)=O.C[C@H](NC1=NC=CC(=C1)C1=C(N=C(C2CCNCC2)N1C)C1=CC(=CC=C1)C(F)(F)F)C1=CC=CC=C1	True		
(R)-N-(2,3-dihydro-1-methyl-2-oxo-5-phenyl-1H-1,4-benzodiazepin-3-yl)-N'-3-methylphenylurea	CN1C2=C(C=CC=C2)C(=N[C@@H](NC(=O)NC2=CC(C)=CC=C2)C1=O)C1=CC=CC=C1	True		
MK 329	CN1C2=CC=CC=C2C(=N[C@H](NC(=O)C2=CC3=CC=CC=C3N2)C1=O)C1=CC=CC=C1	False		
Oxindole	O=C1CC2=CC=CC=C2N1	False		
Doxapram	CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1	False		
Lorcainide	CC(C)N1CCC(CC1)N(C(=O)CC1=CC=CC=C1)C1=CC=C(Cl)C=C1	False		
Acrivastine	CC1=CC=C(C=C1)C(=C/CN1CCCC1)C1=CC=CC(C=CC(O)=O)=N1	True		
Progabide	NC(=O)CCCN=C(/C1=CC=C(Cl)C=C1)C1=CC(F)=CC=C1O	False		
8-sphingenine	CCCCCCCCCC=CCCCC[C@@H](O)[C@@H](N)CO	True		
4,8-sphingadienine	CCCCCCCCCC=CCCC=C[C@@H](O)[C@@H](N)CO	True		
9-methyl-4,8-sphingadienine	CCCCCCCCCC(C)=CCCC=C[C@@H](O)[C@@H](N)CO	True		
vildagliptin	OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N1CCC[C@H]1C#N	True		
alpha-Methyldigoxin	CO[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@H](CC[C@]65O)C5=CC(=O)OC5)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@@H]1O	True		
